date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,Salt,185,KG,actual,Retail,SLL,9523.81,0.42
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.16
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,46428.57,2.03
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,7352.94,0.32
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,18181.82,0.79
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,40000,1.75
2024-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,16129.03,0.7
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,4629.63,0.2
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,25000,1.09
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Maize,51,KG,actual,Retail,SLL,22222.22,0.97
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,18181.82,0.79
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,153846.2,6.72
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,115384.6,5.04
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,133333.3,5.82
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,miscellaneous food,Salt,185,KG,actual,Retail,SLL,10000,0.44
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,28333.33,1.24
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,38709.68,1.69
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,17857.14,0.78
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,10714.29,0.47
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666.67,0.73
2024-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2903.23,0.13
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.87
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,30000,1.31
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,133333.3,5.82
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,25806.45,1.13
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,38709.68,1.69
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,14814.82,0.65
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,35714.29,1.56
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,17857.14,0.78
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,14285.71,0.62
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,80000,3.49
2024-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,8333.33,0.36
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,12500,0.55
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,15000,0.65
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,24000,1.05
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,144444.4,6.31
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,miscellaneous food,Salt,185,KG,actual,Retail,SLL,12195.12,0.53
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,32258.07,1.41
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,45161.29,1.97
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,18518.52,0.81
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,30303.03,1.32
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,3076.92,0.13
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16129.03,0.7
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,25000,1.09
2024-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,3921.57,0.17
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,3571.43,0.16
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.87
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,28000,1.22
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,83333.33,3.64
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,miscellaneous food,Salt,185,KG,actual,Retail,SLL,12195.12,0.53
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.16
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,22580.65,0.99
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,41935.48,1.83
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,25000,1.09
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,21428.57,0.94
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,3846.15,0.17
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,40000,1.75
2024-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,3333.33,0.15
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,6060.61,0.26
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,15000,0.65
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,28000,1.22
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,46875,2.05
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,130000,5.68
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,133333.3,5.82
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,Salt,185,KG,actual,Retail,SLL,16666.67,0.73
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.16
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,48387.1,2.11
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,22222.22,0.97
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,28571.43,1.25
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,14285.71,0.62
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,30000,1.31
2024-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,87500,3.82
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,9090.91,0.4
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.87
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,22000,0.96
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,28000,1.22
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,12727.27,0.56
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,55555.56,2.43
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,155555.6,6.79
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,miscellaneous food,Salt,185,KG,actual,Retail,SLL,11250,0.49
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,41935.48,1.83
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,35714.29,1.56
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,22727.27,0.99
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,25000,1.09
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,7692.31,0.34
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,25000,1.09
2024-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,16129.03,0.7
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,9900.99,0.43
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.88
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Maize,51,KG,actual,Retail,SLL,40740.74,1.78
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,20000,0.88
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,74074.07,3.24
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,155555.6,6.81
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,Salt,185,KG,actual,Retail,SLL,20000,0.88
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,33333.33,1.46
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,25806.45,1.13
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,33333.33,1.46
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,35714.29,1.56
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,28571.43,1.25
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,3125,0.14
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,60000,2.63
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,50000,2.19
2024-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,5660.38,0.25
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,15000,0.66
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,11627.91,0.51
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,90909.09,3.98
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,166666.7,7.29
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,23333.33,1.02
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,22580.65,0.99
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,41935.48,1.84
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,46428.57,2.03
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,21428.57,0.94
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,50000,2.19
2024-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,7142.86,0.31
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,10204.08,0.45
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.88
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Maize,51,KG,actual,Retail,SLL,18518.52,0.81
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,24000,1.05
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,83333.33,3.65
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,122222.2,5.35
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,miscellaneous food,Salt,185,KG,actual,Retail,SLL,9523.81,0.42
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.17
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,48387.1,2.12
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,42857.14,1.88
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,30303.03,1.33
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,12861.74,0.56
2024-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,18181.82,0.8
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,6363.64,0.28
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Maize,51,KG,actual,Retail,SLL,37037.04,1.62
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,22000,0.96
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,9433.96,0.41
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,166666.7,7.29
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,83333.33,3.65
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,155555.6,6.81
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.17
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,45161.29,1.98
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,42857.14,1.88
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,21212.12,0.93
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,21428.57,0.94
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2127.66,0.093
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,66666.67,2.92
2024-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2127.66,0.093
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,8333.33,0.36
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.88
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Maize,51,KG,actual,Retail,SLL,37037.04,1.62
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,166666.7,7.29
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,22580.65,0.99
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,41935.48,1.84
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,22222.22,0.97
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,32142.86,1.41
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,21428.57,0.94
2024-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13636.36,0.6
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,6666.67,0.29
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,25000,1.09
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Maize,51,KG,actual,Retail,SLL,33333.33,1.46
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,83333.33,3.65
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,133333.3,5.83
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,26666.67,1.17
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,45161.29,1.98
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,11111.11,0.49
2024-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,50000,2.19
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,7692.31,0.34
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,20000,0.88
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Maize,51,KG,actual,Retail,SLL,33333.33,1.46
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,24000,1.05
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,22000,0.96
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,SLL,16393.44,0.72
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,75000,3.28
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,200000,8.75
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,100000,4.38
2024-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,23333.33,1.02
